dn,P,u,v,w
7.3552e+05,1.748,0.10112,-0.17483,-0.17667
7.3552e+05,1.753,0.14309,-0.17828,-0.18446
7.3552e+05,1.757,0.11931,-0.1998,-0.18186
7.3552e+05,1.764,0.15111,-0.22976,-0.18063
7.3552e+05,1.768,0.14596,-0.20586,-0.17915
7.3552e+05,1.774,0.17111,-0.14928,-0.17558
7.3552e+05,1.777,0.13363,-0.22948,-0.19045
7.3552e+05,1.781,0.13739,-0.16698,-0.18806
7.3552e+05,1.787,0.11771,-0.16815,-0.19308
7.3552e+05,1.793,0.13002,-0.17512,-0.20389
7.3552e+05,1.798,0.096597,-0.11968,-0.19925
7.3552e+05,1.802,0.18859,-0.1489,-0.20597
7.3552e+05,1.808,0.12697,-0.1327,-0.19817
7.3552e+05,1.811,0.16643,-0.10581,-0.2032
7.3552e+05,1.814,0.17769,-0.092956,-0.18396
7.3552e+05,1.821,0.14374,-0.12497,-0.19043
7.3552e+05,1.824,0.19617,-0.12501,-0.17906
7.3552e+05,1.83,0.15183,-0.068908,-0.18257
7.3552e+05,1.836,0.17398,-0.11961,-0.18534
7.3552e+05,1.843,0.13505,-0.16527,-0.17925
7.3552e+05,1.844,0.18381,-0.06565,-0.17127
7.3552e+05,1.85,0.17726,-0.099653,-0.17596
7.3552e+05,1.857,0.19586,-0.12501,-0.17608
7.3552e+05,1.863,0.22458,-0.08656,-0.16612
7.3552e+05,1.866,0.20039,-0.082997,-0.16054
7.3552e+05,1.872,0.22238,-0.096932,-0.15629
7.3552e+05,1.879,0.25931,-0.060721,-0.15053
7.3552e+05,1.882,0.17005,-0.024544,-0.13046
7.3552e+05,1.885,0.22305,-0.078025,-0.14718
7.3552e+05,1.89,0.23274,-0.045206,-0.14619
7.3552e+05,1.897,0.23691,-0.063725,-0.13672
7.3552e+05,1.899,0.27248,-0.072813,-0.12707
7.3552e+05,1.905,0.25199,-0.090524,-0.1191
7.3552e+05,1.91,0.27772,-0.0070334,-0.11448
7.3552e+05,1.913,0.2284,0.0027205,-0.10442
7.3552e+05,1.914,0.22583,-0.05873,-0.092617
7.3552e+05,1.92,0.29159,-0.0096722,-0.089947
7.3552e+05,1.923,0.21715,0.012969,-0.079428
7.3552e+05,1.926,0.22422,0.029114,-0.069662
7.3552e+05,1.927,0.28183,0.0033329,-0.067822
7.3552e+05,1.931,0.23153,0.0099358,-0.050825
7.3552e+05,1.933,0.28765,0.030244,-0.043106
7.3552e+05,1.935,0.27049,0.028813,-0.041836
7.3552e+05,1.936,0.24992,0.0501,-0.028852
7.3552e+05,1.939,0.30628,0.0018662,-0.024122
7.3552e+05,1.94,0.26376,-0.039069,-0.016387
7.3552e+05,1.941,0.23099,0.012427,-0.0026331
7.3552e+05,1.944,0.29007,0.04547,0.0084045
7.3552e+05,1.941,0.2906,0.011066,0.01851
7.3552e+05,1.939,0.29115,0.047832,0.018566
7.3552e+05,1.939,0.27839,0.026174,0.041391
7.3552e+05,1.938,0.26705,0.052444,0.049284
7.3552e+05,1.937,0.26998,0.019878,0.043551
7.3552e+05,1.936,0.26371,0.012398,0.051959
7.3552e+05,1.932,0.22222,0.033831,0.066836
7.3552e+05,1.931,0.24084,0.047473,0.070741
7.3552e+05,1.927,0.22946,0.060743,0.077624
7.3552e+05,1.923,0.23492,0.0037512,0.083206
7.3552e+05,1.922,0.21787,-0.0309,0.07142
7.3552e+05,1.917,0.25844,0.045488,0.09364
7.3552e+05,1.912,0.29124,0.096277,0.10502
7.3552e+05,1.909,0.29848,0.042042,0.10475
7.3552e+05,1.904,0.26309,0.036423,0.10618
7.3552e+05,1.901,0.23316,0.038679,0.098105
7.3552e+05,1.895,0.32182,0.050164,0.11416
7.3552e+05,1.889,0.21073,0.079532,0.10487
7.3552e+05,1.886,0.29453,0.0023904,0.10435
7.3552e+05,1.883,0.21728,0.015843,0.10353
7.3552e+05,1.878,0.20428,0.053669,0.11225
7.3552e+05,1.872,0.15861,0.062634,0.10459
7.3552e+05,1.87,0.27248,0.069242,0.11015
7.3552e+05,1.865,0.24934,0.061644,0.11181
7.3552e+05,1.859,0.24191,0.10643,0.10603
7.3552e+05,1.856,0.24513,0.075698,0.10535
7.3552e+05,1.853,0.18685,0.025715,0.10043
7.3552e+05,1.846,0.23294,0.072688,0.094061
7.3552e+05,1.842,0.22058,0.0029738,0.091799
7.3552e+05,1.838,0.16785,0.027176,0.078392
7.3552e+05,1.835,0.18063,0.0064195,0.079693
7.3552e+05,1.83,0.19781,-0.0019973,0.079431
7.3552e+05,1.829,0.27951,-0.023726,0.076686
7.3552e+05,1.824,0.19046,-0.04414,0.069636
7.3552e+05,1.821,0.1793,-0.032313,0.057444
7.3552e+05,1.821,0.20544,-0.013819,0.051057
7.3552e+05,1.817,0.14582,-0.06879,0.049011
7.3552e+05,1.817,0.15908,0.050165,0.036289
7.3552e+05,1.813,0.16815,-0.028626,0.032186
7.3552e+05,1.81,0.17377,-0.041761,0.028737
7.3552e+05,1.81,0.16389,-0.043327,0.011649
7.3552e+05,1.813,0.14362,-0.037797,0.0085813
7.3552e+05,1.811,0.14134,0.0072443,-0.0037124
7.3552e+05,1.812,0.1496,-0.10345,-0.016945
7.3552e+05,1.813,0.16831,-0.040571,-0.020067
7.3552e+05,1.813,0.16234,-0.080352,-0.022684
7.3552e+05,1.816,0.16557,-0.030982,-0.038439
7.3552e+05,1.817,0.15902,-0.05645,-0.039105
7.3552e+05,1.819,0.17985,-0.081807,-0.06111
7.3552e+05,1.823,0.16833,-0.12277,-0.057255
7.3552e+05,1.823,0.15143,-0.087956,-0.066011
7.3552e+05,1.826,0.14735,-0.043834,-0.064416
7.3552e+05,1.83,0.17103,-0.13576,-0.085126
7.3552e+05,1.831,0.10383,-0.077413,-0.090958
7.3552e+05,1.834,0.15698,-0.14337,-0.097612
7.3552e+05,1.839,0.18282,-0.11765,-0.091967
7.3552e+05,1.838,0.17045,-0.048575,-0.1073
7.3552e+05,1.845,0.16828,-0.14193,-0.11657
7.3552e+05,1.849,0.18541,-0.13026,-0.12789
7.3552e+05,1.851,0.19937,-0.13171,-0.13149
7.3552e+05,1.858,0.16907,-0.15624,-0.12051
7.3552e+05,1.86,0.20617,-0.14209,-0.13482
7.3552e+05,1.867,0.2118,-0.14761,-0.13827
7.3552e+05,1.874,0.24571,-0.14475,-0.13683
7.3552e+05,1.877,0.22782,-0.20133,-0.13664
7.3552e+05,1.881,0.2023,-0.17189,-0.13723
7.3552e+05,1.886,0.15142,-0.15058,-0.12733
7.3552e+05,1.89,0.18879,-0.20629,-0.13961
7.3552e+05,1.893,0.22217,-0.16941,-0.13923
7.3552e+05,1.903,0.24239,-0.22734,-0.13214
7.3552e+05,1.906,0.30434,-0.18038,-0.14393
7.3552e+05,1.909,0.27254,-0.2229,-0.13008
7.3552e+05,1.911,0.25627,-0.23011,-0.12973
7.3552e+05,1.915,0.22931,-0.20698,-0.12141
7.3552e+05,1.918,0.23572,-0.1953,-0.10267
7.3552e+05,1.922,0.24573,-0.1718,-0.090592
7.3552e+05,1.927,0.29853,-0.16068,-0.089241
7.3552e+05,1.927,0.31163,-0.15846,-0.06881
7.3552e+05,1.931,0.25145,-0.23365,-0.075938
7.3552e+05,1.933,0.22896,-0.18833,-0.07119
7.3552e+05,1.937,0.25814,-0.1705,-0.067217
7.3552e+05,1.938,0.2755,-0.1453,-0.066455
7.3552e+05,1.94,0.2632,-0.1558,-0.054639
7.3552e+05,1.942,0.25968,-0.13268,-0.050977
7.3552e+05,1.941,0.29962,-0.11959,-0.043898
7.3552e+05,1.945,0.24701,-0.12125,-0.039199
7.3552e+05,1.946,0.20262,-0.13409,-0.033664
7.3552e+05,1.946,0.22994,-0.073314,-0.022843
7.3552e+05,1.947,0.23191,-0.061104,-0.022642
7.3552e+05,1.949,0.23278,-0.082508,-0.014512
7.3552e+05,1.949,0.25265,-0.047333,-0.017517
7.3552e+05,1.949,0.22572,-0.051515,-0.0071891
7.3552e+05,1.948,0.23735,-0.0033344,-0.0029912
7.3552e+05,1.951,0.29081,0.010542,0.003454
7.3552e+05,1.949,0.26217,-0.0017796,0.017628
7.3552e+05,1.95,0.19461,0.012716,0.022816
7.3552e+05,1.949,0.23463,0.059824,0.022867
7.3552e+05,1.948,0.25973,0.031705,0.022405
7.3552e+05,1.949,0.23821,0.064548,0.029262
7.3552e+05,1.948,0.27275,0.041017,0.030766
7.3552e+05,1.95,0.23358,0.046825,0.031806
7.3552e+05,1.948,0.24803,0.07859,0.035287
7.3552e+05,1.948,0.26118,0.093285,0.043661
7.3552e+05,1.947,0.24455,0.07439,0.040964
7.3552e+05,1.948,0.25515,0.075038,0.047068
7.3552e+05,1.946,0.26192,0.074902,0.033685
7.3552e+05,1.947,0.25529,0.1118,0.051103
7.3552e+05,1.945,0.26324,0.10602,0.055933
7.3552e+05,1.942,0.28415,0.13056,0.062081
7.3552e+05,1.941,0.26122,0.11442,0.057737
7.3552e+05,1.941,0.30023,0.12884,0.068743
7.3552e+05,1.939,0.24467,0.096448,0.058064
7.3552e+05,1.937,0.23854,0.10236,0.05744
7.3552e+05,1.936,0.25289,0.093815,0.062921
7.3552e+05,1.933,0.23917,0.092119,0.061525
7.3552e+05,1.929,0.24378,0.11969,0.057973
7.3552e+05,1.93,0.23954,0.094875,0.069604
7.3552e+05,1.927,0.26584,0.043909,0.057202
7.3552e+05,1.925,0.27907,0.020002,0.051512
7.3552e+05,1.924,0.25868,0.051136,0.061499
7.3552e+05,1.919,0.27849,0.10653,0.069546
7.3552e+05,1.921,0.28008,0.051908,0.058651
7.3552e+05,1.916,0.2778,0.024466,0.061434
7.3552e+05,1.915,0.23656,0.058375,0.062265
7.3552e+05,1.914,0.30334,-0.014814,0.063028
7.3552e+05,1.91,0.3028,0.020638,0.079055
7.3552e+05,1.909,0.32164,-0.080482,0.0669
7.3552e+05,1.906,0.29876,-0.060244,0.076634
7.3552e+05,1.902,0.31693,-0.019291,0.082504
7.3552e+05,1.9,0.28612,-0.027277,0.093441
7.3552e+05,1.898,0.29844,0.045982,0.089668
7.3552e+05,1.896,0.32263,-0.022972,0.086099
7.3552e+05,1.892,0.30256,-0.0089066,0.085062
7.3552e+05,1.888,0.28303,-0.006792,0.10318
7.3552e+05,1.885,0.3163,-0.049624,0.11058
7.3552e+05,1.883,0.31458,-0.057764,0.11443
7.3552e+05,1.879,0.42294,0.0095111,0.13048
7.3552e+05,1.875,0.37487,-0.064508,0.1276
7.3552e+05,1.871,0.2646,-0.060485,0.14251
7.3552e+05,1.862,0.25261,-0.023054,0.15034
7.3552e+05,1.86,0.28513,-0.03004,0.16672
7.3552e+05,1.853,0.25923,-0.01899,0.1671
7.3552e+05,1.847,0.27914,-0.044217,0.17616
7.3552e+05,1.84,0.2779,-0.041985,0.18709
7.3552e+05,1.833,0.20255,-0.05926,0.19852
7.3552e+05,1.828,0.22796,-0.023302,0.19809
7.3552e+05,1.819,0.21339,-0.054542,0.20867
7.3552e+05,1.81,0.29251,-0.03924,0.20566
7.3552e+05,1.801,0.22787,6.9942e-05,0.21215
7.3552e+05,1.79,0.21295,-0.01108,0.21466
7.3552e+05,1.783,0.18182,-0.050448,0.22456
7.3552e+05,1.776,0.15594,-0.049247,0.22595
7.3552e+05,1.767,0.16052,-0.051615,0.23546
7.3552e+05,1.755,0.080204,-0.0029689,0.23131
7.3552e+05,1.751,0.084809,-0.04801,0.22072
7.3552e+05,1.742,0.10592,-0.023472,0.22488
7.3552e+05,1.729,0.047864,-0.017912,0.21696
7.3552e+05,1.721,0.11348,-0.05486,0.22163
7.3552e+05,1.711,0.054257,-0.02829,0.21761
7.3552e+05,1.702,0.010709,-0.051891,0.21217
7.3552e+05,1.692,-0.0079495,-0.094682,0.20324
7.3552e+05,1.682,-0.016248,-0.053051,0.2034
7.3552e+05,1.676,0.045846,-0.058087,0.18459
7.3552e+05,1.666,-0.034076,-0.07273,0.15535
7.3552e+05,1.656,-0.12377,-0.057427,0.13416
7.3552e+05,1.646,-0.10406,-0.090005,0.11405
7.3552e+05,1.641,-0.11229,-0.094593,0.10015
7.3552e+05,1.634,-0.11654,-0.10929,0.079612
7.3552e+05,1.628,-0.15077,-0.029432,0.056026
7.3552e+05,1.624,0.19983,-0.028423,-0.0041458
7.3552e+05,1.619,-0.20402,-0.061562,0.066692
7.3552e+05,1.615,-0.18065,-0.080751,0.078116
7.3552e+05,1.613,-0.17248,-0.022588,0.061859
7.3552e+05,1.608,-0.19388,0.016822,0.041589
7.3552e+05,1.603,-0.21142,-0.009818,0.025732
7.3552e+05,1.604,-0.15787,-0.050824,-0.0080207
7.3552e+05,1.603,-0.20144,0.016834,-0.034567
7.3552e+05,1.603,-0.2455,0.074774,-0.03302
7.3552e+05,1.603,-0.24149,0.093681,-0.056735
7.3552e+05,1.604,-0.23735,0.12611,-0.067371
7.3552e+05,1.607,-0.2766,0.13822,-0.060307
7.3552e+05,1.612,-0.27352,0.078214,-0.087133
7.3552e+05,1.615,-0.29251,0.10265,-0.087055
7.3552e+05,1.617,-0.24047,0.15028,-0.11694
7.3552e+05,1.621,-0.16545,0.14628,-0.16158
7.3552e+05,1.627,-0.22571,0.14253,-0.20892
7.3552e+05,1.634,-0.21059,0.072925,-0.23352
7.3552e+05,1.639,-0.14256,0.12645,-0.25574
7.3552e+05,1.644,-0.041034,0.054282,-0.26954
7.3552e+05,1.651,-0.042998,0.065839,-0.26572
7.3552e+05,1.66,-0.0037467,0.077889,-0.27781
7.3552e+05,1.669,-0.034285,0.039834,-0.2789
7.3552e+05,1.679,0.0099529,0.065143,-0.29451
7.3552e+05,1.689,0.013101,0.039404,-0.28413
7.3552e+05,1.695,-0.042522,0.052315,-0.28477
7.3552e+05,1.707,0.025477,0.075899,-0.29393
7.3552e+05,1.717,0.022294,0.039793,-0.30833
7.3552e+05,1.726,0.056726,0.065503,-0.31186
7.3552e+05,1.735,0.10732,0.0589,-0.33184
7.3552e+05,1.748,0.1047,0.034085,-0.33613
7.3552e+05,1.761,0.19462,0.041895,-0.34809
7.3552e+05,1.773,0.15316,0.053351,-0.35432
7.3552e+05,1.786,0.15341,0.13043,-0.35228
7.3552e+05,1.797,0.18364,0.063965,-0.37232
7.3552e+05,1.811,0.15068,0.049941,-0.37668
7.3552e+05,1.824,0.19365,-0.0094421,-0.38437
7.3552e+05,1.837,0.24929,0.00049414,-0.38374
7.3552e+05,1.856,0.2574,-0.0017441,-0.38693
7.3552e+05,1.87,0.29119,0.051672,-0.39556
7.3552e+05,1.889,0.26864,-0.027224,-0.41192
7.3552e+05,1.911,0.29686,-0.038144,-0.41307
7.3552e+05,1.921,0.33239,-0.0037705,-0.40142
7.3552e+05,1.935,0.27241,0.0021845,-0.39948
7.3552e+05,1.948,0.38502,-0.019568,-0.40511
7.3552e+05,1.961,0.35524,0.075521,-0.39708
7.3552e+05,1.974,0.38658,0.001177,-0.39691
7.3552e+05,1.99,0.41064,-0.0085593,-0.38441
7.3552e+05,2.004,0.45372,-0.028026,-0.38505
7.3552e+05,2.02,0.41277,-0.017359,-0.37816
7.3552e+05,2.022,0.4414,-0.021058,-0.37424
7.3552e+05,2.036,0.50548,-0.0074522,-0.36571
7.3552e+05,2.049,0.47204,-0.015174,-0.36007
7.3552e+05,2.065,0.4628,-0.051933,-0.34995
7.3552e+05,2.072,0.48404,-0.078868,-0.33975
7.3552e+05,2.089,0.50129,-0.044218,-0.32995
7.3552e+05,2.101,0.41491,-0.10101,-0.30256
7.3552e+05,2.127,0.53117,-0.050809,-0.29676
7.3552e+05,2.132,0.4706,-0.038157,-0.29287
7.3552e+05,2.14,0.56452,-0.068432,-0.26924
7.3552e+05,2.151,0.58922,-0.14619,-0.25065
7.3552e+05,2.167,0.55747,-0.19225,-0.23076
7.3552e+05,2.173,0.52931,-0.20274,-0.21352
7.3552e+05,2.183,0.57826,-0.20737,-0.18743
7.3552e+05,2.191,0.57238,-0.19857,-0.15687
7.3552e+05,2.194,0.57963,-0.22129,-0.131
7.3552e+05,2.204,0.5686,-0.32449,-0.1271
7.3552e+05,2.209,0.58191,-0.21828,-0.0976
7.3552e+05,2.209,0.55314,-0.20408,-0.066352
7.3552e+05,2.212,0.56573,-0.1773,-0.055019
7.3552e+05,2.216,0.60305,-0.18075,-0.017047
7.3552e+05,2.213,0.59948,-0.27621,0.010735
7.3552e+05,2.211,0.63325,-0.22174,0.028243
7.3552e+05,2.223,0.59631,-0.2573,0.057655
7.3552e+05,2.205,0.65506,-0.26234,0.071674
7.3552e+05,2.211,0.60596,-0.2623,0.10286
7.3552e+05,2.207,0.61674,-0.2283,0.14115
7.3552e+05,2.195,0.53678,-0.24847,0.16418
7.3552e+05,2.192,0.62064,-0.2828,0.20487
7.3552e+05,2.189,0.54891,-0.27474,0.22371
7.3552e+05,2.176,0.52675,-0.28838,0.25463
7.3552e+05,2.167,0.58899,-0.29762,0.28106
7.3552e+05,2.162,0.61118,-0.32679,0.28332
7.3552e+05,2.148,0.55324,-0.37165,0.30758
7.3552e+05,2.145,0.53193,-0.30822,0.33456
7.3552e+05,2.135,0.54677,-0.31572,0.3612
7.3552e+05,2.119,0.5059,-0.31201,0.40227
7.3552e+05,2.113,0.52653,-0.28157,0.42548
7.3552e+05,2.092,0.49711,-0.26382,0.45666
7.3552e+05,2.079,0.47967,-0.29164,0.46695
7.3552e+05,2.058,0.4634,-0.26695,0.48439
7.3552e+05,2.041,0.44576,-0.26208,0.49567
7.3552e+05,2.03,0.46745,-0.2357,0.50189
7.3552e+05,2.011,0.37676,-0.16552,0.52986
7.3552e+05,1.994,0.37248,-0.23524,0.52339
7.3552e+05,1.967,0.41525,-0.19811,0.55086
7.3552e+05,1.946,0.35092,-0.20003,0.55135
7.3552e+05,1.921,0.3027,-0.14944,0.56253
7.3552e+05,1.902,0.30651,-0.17965,0.56895
7.3552e+05,1.882,0.32667,-0.16811,0.58105
7.3552e+05,1.865,0.27364,-0.12014,0.57465
7.3552e+05,1.843,0.2497,-0.11172,0.56618
7.3552e+05,1.819,0.17091,-0.096161,0.55716
7.3552e+05,1.795,0.17428,-0.082243,0.52936
7.3552e+05,1.774,0.14288,-0.027595,0.5322
7.3552e+05,1.753,0.1626,0.01218,0.4749
7.3552e+05,1.733,0.045291,0.071758,0.40768
7.3552e+05,1.712,0.10867,0.23085,0.40608
7.3552e+05,1.699,0.19983,-0.028423,-0.0041458
7.3552e+05,1.678,0.19983,-0.028423,-0.0041458
7.3552e+05,1.659,-0.36157,0.25526,0.26074
7.3552e+05,1.64,0.19983,-0.028423,-0.0041458
7.3552e+05,1.62,0.19983,-0.028423,-0.0041458
7.3552e+05,1.6,0.19983,-0.028423,-0.0041458
7.3552e+05,1.581,0.19983,-0.028423,-0.0041458
7.3552e+05,1.571,0.19983,-0.028423,-0.0041458
7.3552e+05,1.561,-0.22082,0.12371,0.27607
7.3552e+05,1.551,-0.23643,0.16837,0.25337
7.3552e+05,1.536,-0.3052,0.12667,0.23632
7.3552e+05,1.526,-0.2305,0.17979,0.23286
7.3552e+05,1.518,-0.33858,0.082973,0.14246
7.3552e+05,1.505,0.19983,-0.028423,-0.0041458
7.3552e+05,1.501,0.013711,0.1364,0.20745
7.3552e+05,1.495,-0.11954,0.10447,0.19892
7.3552e+05,1.489,-0.027796,0.086931,0.20122
7.3552e+05,1.485,-0.12527,0.093834,0.19934
7.3552e+05,1.479,-0.25186,0.13701,0.10002
7.3552e+05,1.479,-0.26837,0.059024,0.10337
7.3552e+05,1.474,-0.35773,0.022589,0.11739
7.3552e+05,1.469,-0.3196,0.076135,0.088103
7.3552e+05,1.467,-0.2418,0.051391,0.067874
7.3552e+05,1.466,-0.26523,0.1323,0.039356
7.3552e+05,1.467,-0.28618,0.070598,0.037224
7.3552e+05,1.467,-0.30057,0.10685,0.020683
7.3552e+05,1.469,-0.27384,0.16658,0.011341
7.3552e+05,1.469,-0.25073,0.16144,-0.022495
7.3552e+05,1.471,-0.27737,0.13507,-0.05536
7.3552e+05,1.476,-0.2633,0.19034,-0.088104
7.3552e+05,1.479,-0.27535,0.16002,-0.098376
7.3552e+05,1.482,-0.22808,0.16891,-0.11669
7.3552e+05,1.485,-0.18683,0.19895,-0.13661
7.3552e+05,1.492,-0.17452,0.23282,-0.13536
7.3552e+05,1.5,-0.16432,0.24174,-0.16548
7.3552e+05,1.508,-0.16085,0.21456,-0.17518
7.3552e+05,1.515,-0.14233,0.25276,-0.18435
7.3552e+05,1.524,-0.088827,0.19967,-0.2151
7.3552e+05,1.535,-0.12235,0.1821,-0.20745
7.3552e+05,1.544,-0.0086639,0.27642,-0.21498
7.3552e+05,1.555,-0.0097378,0.28168,-0.22514
7.3552e+05,1.566,-0.02519,0.2251,-0.24883
7.3552e+05,1.575,0.049025,0.19576,-0.25334
7.3552e+05,1.587,-0.0047883,0.22574,-0.26384
7.3552e+05,1.602,0.10517,0.22211,-0.28482
7.3552e+05,1.613,0.098366,0.18496,-0.28953
7.3552e+05,1.623,0.081919,0.14282,-0.28517
7.3552e+05,1.639,0.13991,0.16707,-0.31144
7.3552e+05,1.651,0.15639,0.14158,-0.31278
7.3552e+05,1.662,0.1744,0.17256,-0.32602
7.3552e+05,1.672,0.12556,0.15146,-0.31189
7.3552e+05,1.69,0.22264,0.14403,-0.3191
7.3552e+05,1.702,0.20299,0.13209,-0.32713
7.3552e+05,1.714,0.20254,0.17595,-0.33019
7.3552e+05,1.73,0.25917,0.14702,-0.32142
7.3552e+05,1.744,0.18901,0.15101,-0.32454
7.3552e+05,1.761,0.2606,0.15372,-0.33936
7.3552e+05,1.772,0.16543,0.14644,-0.33799
7.3552e+05,1.781,0.29754,0.116,-0.33561
7.3552e+05,1.796,0.23416,0.13562,-0.33904
7.3552e+05,1.809,0.24694,0.14756,-0.33874
7.3552e+05,1.82,0.20857,0.10583,-0.3537
7.3552e+05,1.833,0.32093,0.080139,-0.34127
7.3552e+05,1.843,0.28756,0.10643,-0.34265
7.3552e+05,1.858,0.34217,0.053993,-0.34916
7.3552e+05,1.869,0.32344,0.097337,-0.33599
7.3552e+05,1.879,0.28947,0.034468,-0.33341
7.3552e+05,1.893,0.34693,0.035999,-0.33259
7.3552e+05,1.902,0.37626,0.049764,-0.33664
7.3552e+05,1.914,0.37746,0.058428,-0.32245
7.3552e+05,1.922,0.36964,0.013263,-0.30817
7.3552e+05,1.935,0.32079,-0.014272,-0.32118
7.3552e+05,1.948,0.37357,0.022322,-0.32988
7.3552e+05,1.954,0.38814,-0.0040828,-0.31634
7.3552e+05,1.969,0.4665,-0.017141,-0.3355
7.3552e+05,1.978,0.44652,-0.11626,-0.31241
7.3552e+05,1.988,0.4397,-0.079887,-0.30607
7.3552e+05,1.998,0.39214,-0.10624,-0.28376
7.3552e+05,2.004,0.49865,-0.084794,-0.27192
7.3552e+05,2.013,0.43853,-0.14016,-0.25995
7.3552e+05,2.026,0.4392,-0.11324,-0.25988
7.3552e+05,2.036,0.47955,-0.1247,-0.24271
7.3552e+05,2.05,0.47633,-0.11813,-0.237
7.3552e+05,2.053,0.47598,-0.20361,-0.21995
7.3552e+05,2.061,0.42721,-0.15749,-0.20079
7.3552e+05,2.065,0.4154,-0.15853,-0.18591
7.3552e+05,2.07,0.4735,-0.1914,-0.17598
7.3552e+05,2.082,0.46391,-0.27346,-0.17193
7.3552e+05,2.086,0.4956,-0.21453,-0.13654
7.3552e+05,2.089,0.48854,-0.22385,-0.12821
7.3552e+05,2.095,0.49341,-0.2899,-0.13374
7.3552e+05,2.099,0.46646,-0.22725,-0.10834
7.3552e+05,2.099,0.43897,-0.22736,-0.086009
7.3552e+05,2.11,0.4375,-0.2229,-0.074097
7.3552e+05,2.106,0.4669,-0.23907,-0.06608
7.3552e+05,2.111,0.4669,-0.19902,-0.035925
7.3552e+05,2.115,0.51506,-0.22979,-0.027004
7.3552e+05,2.121,0.48237,-0.28176,-0.012237
7.3552e+05,2.114,0.49591,-0.26615,-0.0038232
7.3552e+05,2.113,0.47374,-0.28701,0.018045
7.3552e+05,2.115,0.46852,-0.2572,0.034601
7.3552e+05,2.114,0.47125,-0.29778,0.039905
7.3552e+05,2.106,0.47067,-0.28465,0.068996
7.3552e+05,2.107,0.44917,-0.28581,0.081885
7.3552e+05,2.104,0.46033,-0.25812,0.11117
7.3552e+05,2.095,0.49137,-0.29294,0.13141
7.3552e+05,2.093,0.48031,-0.24067,0.13933
7.3552e+05,2.086,0.4256,-0.28449,0.15789
7.3552e+05,2.089,0.41288,-0.30181,0.15559
7.3552e+05,2.083,0.42009,-0.33714,0.1714
7.3552e+05,2.074,0.4414,-0.25614,0.17659
7.3552e+05,2.066,0.42329,-0.24589,0.19384
7.3552e+05,2.056,0.19983,-0.028423,-0.0041458
7.3552e+05,2.048,0.47833,-0.29333,0.19341
7.3552e+05,2.042,0.432,-0.2237,0.22388
7.3552e+05,2.034,0.42759,-0.22659,0.23348
7.3552e+05,2.026,0.37521,-0.24703,0.24222
7.3552e+05,2.015,0.3326,-0.26512,0.25095
7.3552e+05,2.01,0.31209,-0.21626,0.22977
7.3552e+05,2.001,0.42179,-0.2237,0.24897
7.3552e+05,1.992,0.55116,-0.26109,0.23801
7.3552e+05,1.985,0.43421,-0.1746,0.24923
7.3552e+05,1.976,0.30817,-0.17017,0.25953
7.3552e+05,1.971,0.39597,-0.25966,0.25338
7.3552e+05,1.959,0.38344,-0.1869,0.25512
7.3552e+05,1.951,0.41794,-0.16658,0.24959
7.3552e+05,1.945,0.27272,-0.1297,0.2529
7.3552e+05,1.931,0.30897,-0.14509,0.25056
7.3552e+05,1.925,0.22979,-0.15422,0.23748
7.3552e+05,1.918,0.29747,-0.16241,0.23632
7.3552e+05,1.906,0.27485,-0.16318,0.25111
7.3552e+05,1.898,0.37664,-0.086313,0.21121
7.3552e+05,1.892,0.28103,-0.15623,0.23063
7.3552e+05,1.884,0.24999,-0.11287,0.2144
7.3552e+05,1.878,0.17277,-0.12673,0.2156
7.3552e+05,1.871,0.21522,-0.12794,0.20182
7.3552e+05,1.862,0.2029,-0.11165,0.19856
7.3552e+05,1.856,0.20184,-0.12386,0.1894
7.3552e+05,1.852,0.20875,-0.21618,0.19212
7.3552e+05,1.845,0.16314,-0.082731,0.17441
7.3552e+05,1.843,0.20171,-0.16207,0.16828
7.3552e+05,1.836,0.12154,-0.14034,0.1561
7.3552e+05,1.833,0.14029,-0.10517,0.16404
7.3552e+05,1.829,0.063018,-0.13833,0.1592
7.3552e+05,1.824,0.084873,-0.1327,0.14031
7.3552e+05,1.819,0.11722,-0.10987,0.1235
7.3552e+05,1.816,0.18677,-0.096926,0.11851
7.3552e+05,1.813,0.12186,-0.11683,0.11291
7.3552e+05,1.81,0.090639,-0.11681,0.11878
7.3552e+05,1.807,0.13029,-0.15308,0.11277
7.3552e+05,1.804,0.066599,-0.11692,0.10729
7.3552e+05,1.803,0.090907,-0.1541,0.097703
7.3552e+05,1.8,0.081004,-0.10538,0.10072
7.3552e+05,1.796,0.04373,-0.17836,0.092904
7.3552e+05,1.796,0.028537,-0.078025,0.087337
7.3552e+05,1.79,0.054893,-0.093145,0.075946
7.3552e+05,1.787,0.071529,-0.13111,0.084675
7.3552e+05,1.786,0.091087,-0.1197,0.080634
7.3552e+05,1.785,0.072642,-0.098805,0.081773
7.3552e+05,1.78,0.089724,-0.18837,0.071449
7.3552e+05,1.777,0.074263,-0.050748,0.086964
7.3552e+05,1.776,0.0099724,-0.072235,0.11158
7.3552e+05,1.773,0.053045,-0.13162,0.1029
7.3552e+05,1.769,0.063683,-0.15027,0.10197
7.3552e+05,1.766,0.037479,-0.098516,0.095283
7.3552e+05,1.765,0.072926,-0.073201,0.090848
7.3552e+05,1.762,0.079573,-0.063754,0.10861
7.3552e+05,1.757,0.096278,-0.1394,0.1073
